day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1946,230,12,,,,,,,,,,,,,,,1124.0,,,,
1947,230,12,,,,,,,,,,,,,,,1124.0,,,,
1948,230,12,,,,,,,,,,,,,,,1124.0,,,,
1949,230,12,,,,,,,,,,,,,,,1124.0,,,,
1950,230,12,,,,,,,,,,,,,,,1124.0,,,,
1951,230,12,,,,,,,,,,,,,,,1124.0,,,,
1952,230,12,,,,,,,,,,,,,,,1124.0,,,,
1953,232,12,,,,,,,,,,,,,,,1121.0,,,,
1954,232,12,,,,,,,,,,,,,,,1121.0,,,,
1955,232,12,,,,,,,,,,,,,,,1121.0,,,,
1956,232,12,,,,,,,,,,,,,,,1121.0,,,,
1957,232,12,,,,,,,,,,,,,,,1121.0,,,,
1958,232,12,,,,,,,,,,,,,,,1121.0,,,,
1959,232,12,,,,,,,,,,,,,,,1121.0,,,,
1960,232,12,,,,,,,,,,,,,,,1121.0,,,,
1961,233,12,,,,,,,,,,,,,,,1119.0,,,,
1962,232,12,,,,,,,,,,,,,,,1120.0,,,,
1963,232,12,,,,,,,,,,,,,,,1120.0,,,,
1964,232,12,,,,,,,,,,,,,,,1120.0,,,,
1965,232,12,,,,,,,,,,,,,,,1120.0,,,,
1966,232,12,,,,,,,,,,,,,,,1120.0,,,,
1967,232,12,,,,,,,,,,,,,,,1120.0,,,,
1968,231,12,,,,,,,,,,,,,,,1122.0,,,,
1969,231,12,,,,,,,,,,,,,,,1122.0,,,,
1970,231,12,,,,,,,,,,,,,,,1122.0,,,,
1971,232,12,,,,,,,,,,,,,,,1122.0,,,,
1972,232,12,,,,,,,,,,,,,,,1122.0,,,,
1973,232,12,,,,,,,,,,,,,,,1122.0,,,,
1974,231,12,,,,,,,,,,,,,,,1124.0,,,,
1975,231,12,,,,,,,,,,,,,,,1124.0,,,,
1976,231,12,,,,,,,,,,,,,,,1124.0,,,,
1977,231,12,,,,,,,,,,,,,,,1124.0,,,,
1978,231,12,,,,,,,,,,,,,,,1123.0,,,,
1979,231,12,,,,,,,,,,,,,,,1123.0,,,,
1980,231,12,,,,,,,,,,,,,,,1126.0,,,,
1981,232,12,,,,,,,,,,,,,,,1124.0,,,,
1982,232,12,,,,,,,,,,,,,,,1124.0,,,,
1983,232,12,,,,,,,,,,,,,,,1124.0,,,,
1984,232,12,,,,,,,,,,,,,,,1128.0,,,,
1985,232,12,,,,,,,,,,,,,,,1128.0,,,,
1986,232,12,,,,,,,,,,,,,,,1128.0,,,,
1987,232,12,,,,,,,,,,,,,,,1128.0,,,,
1988,232,12,,,,,,,,,,,,,,,1129.0,,,,
1989,232,12,,,,,,,,,,,,,,,1128.0,,,,
1990,231,12,,,,,,,,,,,,,,,,1131.0,,,
1991,231,12,,,,,,,,,,,,,,,,1131.0,,,
1992,231,12,,,,,,,,,,,,,,,,1131.0,,,
1993,231,12,,,,,,,,,,,,,,,,1131.0,,,
1994,231,12,,,,,,,,,,,,,,,,1131.0,,,
1995,231,12,,,,,,,,,,,,,,,,1131.0,,,
1996,231,12,,,,,,,,,,,,,,,,1131.0,,,
1997,231,12,,,,,,,,,,,,,,,,1130.0,,,
1998,231,12,,,,,,,,,,,,,,,,1130.0,,,
1999,231,12,,,,,,,,,,,,,,,,1130.0,,,
2000,230,12,,,,,,,,,,,,,,,,1133.0,,,
2001,230,12,,,,,,,,,,,,,,,,1133.0,,,
2002,230,12,,,,,,,,,,,,,,,,1133.0,,,
2003,230,12,,,,,,,,,,,,,,,,1133.0,,,
2004,230,12,,,,,,,,,,,,,,,,1133.0,,,
2005,230,12,,,,,,,,,,,,,,,,1132.0,,,
2006,230,12,,,,,,,,,,,,,,,,1132.0,,,
2007,230,12,,,,,,,,,,,,,,,,1132.0,,,
2008,230,12,,,,,,,,,,,,,,,,1133.0,,,
2009,230,12,,,,,,,,,,,,,,,,1133.0,,,
2010,228,12,,,,,,,,,,,,,,,,1137.0,,,
2011,228,12,,,,,,,,,,,,,,,,1137.0,,,
2012,228,12,,,,,,,,,,,,,,,,1137.0,,,
2013,228,12,,,,,,,,,,,,,,,,1137.0,,,
2014,228,12,,,,,,,,,,,,,,,,1137.0,,,
2015,228,12,,,,,,,,,,,,,,,,1137.0,,,
2016,228,12,,,,,,,,,,,,,,,,1136.0,,,
2017,228,12,,,,,,,,,,,,,,,,1136.0,,,
2018,228,12,,,,,,,,,,,,,,,,1136.0,,,
2019,228,12,,,,,,,,,,,,,,,,1135.0,,,
2020,228,12,,,,,,,,,,,,,,,,1135.0,,,
2021,228,12,,,,,,,,,,,,,,,,1135.0,,,
2022,228,12,,,,,,,,,,,,,,,,1135.0,,,
2023,228,12,,,,,,,,,,,,,,,,1135.0,,,
2024,228,12,,,,,,,,,,,,,,,,1135.0,,,
2025,228,12,,,,,,,,,,,,,,,,1135.0,,,
2026,228,12,,,,,,,,,,,,,,,,1135.0,,,
2027,228,12,,,,,,,,,,,,,,,,1135.0,,,
2028,228,12,,,,,,,,,,,,,,,,1135.0,,,
2029,228,12,,,,,,,,,,,,,,,,1135.0,,,
2030,228,12,,,,,,,,,,,,,,,,1135.0,,,
2031,228,12,,,,,,,,,,,,,,,,1135.0,,,
2032,228,12,,,,,,,,,,,,,,,,1135.0,,,
2033,228,12,,,,,,,,,,,,,,,,1134.0,,,
2034,230,10,,,,,,,,,,,,,,,,1137.0,,,
2035,230,10,,,,,,,,,,,,,,,,1137.0,,,
2036,230,10,,,,,,,,,,,,,,,,1137.0,,,
2037,230,10,,,,,,,,,,,,,,,,1138.0,,,
2038,230,10,,,,,,,,,,,,,,,,1138.0,,,
2039,230,10,,,,,,,,,,,,,,,,1138.0,,,
2040,230,10,,,,,,,,,,,,,,,,1140.0,,,
2041,230,10,,,,,,,,,,,,,,,,1140.0,,,
2042,230,10,,,,,,,,,,,,,,,,1140.0,,,
2043,229,10,,,,,,,,,,,,,,,,1142.0,,,
2044,229,10,,,,,,,,,,,,,,,,1143.0,,,
2045,229,10,,,,,,,,,,,,,,,,1143.0,,,
2046,229,10,,,,,,,,,,,,,,,,1143.0,,,
2047,229,10,,,,,,,,,,,,,,,,1143.0,,,
2048,229,10,,,,,,,,,,,,,,,,1142.0,,,
2049,229,10,,,,,,,,,,,,,,,,1142.0,,,
2050,231,10,,,,,,,,,,,,,,,,1142.0,,,
2051,231,10,,,,,,,,,,,,,,,,1145.0,,,
2052,231,10,,,,,,,,,,,,,,,,1145.0,,,
2053,231,10,,,,,,,,,,,,,,,,1145.0,,,
2054,231,10,,,,,,,,,,,,,,,,1145.0,,,
2055,231,10,,,,,,,,,,,,,,,,1144.0,,,
2056,231,10,,,,,,,,,,,,,,,,1144.0,,,
2057,231,10,,,,,,,,,,,,,,,,1144.0,,,
2058,232,10,,,,,,,,,,,,,,,,1144.0,,,
2059,232,10,,,,,,,,,,,,,,,,1144.0,,,
2060,232,10,,,,,,,,,,,,,,,,1147.0,,,
2061,232,10,,,,,,,,,,,,,,,,1151.0,,,
2062,232,10,,,,,,,,,,,,,,,,1151.0,,,
2063,232,10,,,,,,,,,,,,,,,,1151.0,,,
2064,232,10,,,,,,,,,,,,,,,,1151.0,,,
2065,232,10,,,,,,,,,,,,,,,,1152.0,,,
2066,232,10,,,,,,,,,,,,,,,,1152.0,,,
2067,232,10,,,,,,,,,,,,,,,,1152.0,,,
2068,234,10,,,,,,,,,,,,,,,,1149.0,,,
2069,234,10,,,,,,,,,,,,,,,,1149.0,,,
2070,234,10,,,,,,,,,,,,,,,,1152.0,,,
2071,234,10,,,,,,,,,,,,,,,,1152.0,,,
2072,234,10,,,,,,,,,,,,,,,,1152.0,,,
2073,234,10,,,,,,,,,,,,,,,,1152.0,,,
2074,234,10,,,,,,,,,,,,,,,,1151.0,,,
2075,234,10,,,,,,,,,,,,,,,,1151.0,,,
2076,234,10,,,,,,,,,,,,,,,,1151.0,,,
2077,234,10,,,,,,,,,,,,,,,,1151.0,,,
2078,234,10,,,,,,,,,,,,,,,,1151.0,,,
2079,234,10,,,,,,,,,,,,,,,,1151.0,,,
2080,235,10,,,,,,,,,,,,,,,,1151.0,,,
2081,235,10,,,,,,,,,,,,,,,,1150.0,,,
2082,235,10,,,,,,,,,,,,,,,,1150.0,,,
2083,235,10,,,,,,,,,,,,,,,,1150.0,,,
2084,235,10,,,,,,,,,,,,,,,,1150.0,,,
2085,235,10,,,,,,,,,,,,,,,,1150.0,,,
2086,235,10,,,,,,,,,,,,,,,,1150.0,,,
2087,235,10,,,,,,,,,,,,,,,,1150.0,,,
2088,236,10,,,,,,,,,,,,,,,,1154.0,,,
2089,236,10,,,,,,,,,,,,,,,,1154.0,,,
2090,236,10,,,,,,,,,,,,,,,,1154.0,,,
2091,236,10,,,,,,,,,,,,,,,,1154.0,,,
2092,236,10,,,,,,,,,,,,,,,,1154.0,,,
2093,236,10,,,,,,,,,,,,,,,,1155.0,,,
2094,236,10,,,,,,,,,,,,,,,,1155.0,,,
2095,236,10,,,,,,,,,,,,,,,,1155.0,,,
2096,236,10,,,,,,,,,,,,,,,,1154.0,,,
2097,234,10,,,,,,,,,,,,,,,,1157.0,,,
2098,234,10,,,,,,,,,,,,,,,,1156.0,,,
2099,234,10,,,,,,,,,,,,,,,,1156.0,,,
2100,233,10,,,,,,,,,,,,,,,,1159.0,,,
2101,233,10,,,,,,,,,,,,,,,,1159.0,,,
2102,233,10,,,,,,,,,,,,,,,,1159.0,,,
2103,233,10,,,,,,,,,,,,,,,,1159.0,,,
2104,233,10,,,,,,,,,,,,,,,,1158.0,,,
2105,233,10,,,,,,,,,,,,,,,,1158.0,,,
2106,234,10,,,,,,,,,,,,,,,,1159.0,,,
2107,234,10,,,,,,,,,,,,,,,,1159.0,,,
2108,234,10,,,,,,,,,,,,,,,,1159.0,,,
2109,234,10,,,,,,,,,,,,,,,,1159.0,,,
2110,234,10,,,,,,,,,,,,,,,,1159.0,,,
2111,234,10,,,,,,,,,,,,,,,,1159.0,,,
2112,234,10,,,,,,,,,,,,,,,,1159.0,,,
2113,234,10,,,,,,,,,,,,,,,,1159.0,,,
2114,234,10,,,,,,,,,,,,,,,,1159.0,,,
2115,234,10,,,,,,,,,,,,,,,,1159.0,,,
2116,234,10,,,,,,,,,,,,,,,,1159.0,,,
2117,234,10,,,,,,,,,,,,,,,,1159.0,,,
2118,234,10,,,,,,,,,,,,,,,,1159.0,,,
2119,234,10,,,,,,,,,,,,,,,,1158.0,,,
2120,234,10,,,,,,,,,,,,,,,,1160.0,,,
2121,234,10,,,,,,,,,,,,,,,,1161.0,,,
2122,234,10,,,,,,,,,,,,,,,,1161.0,,,
2123,234,10,,,,,,,,,,,,,,,,1161.0,,,
2124,234,10,,,,,,,,,,,,,,,,1161.0,,,
2125,234,10,,,,,,,,,,,,,,,,1161.0,,,
2126,234,10,,,,,,,,,,,,,,,,1160.0,,,
2127,234,10,,,,,,,,,,,,,,,,1160.0,,,
2128,234,10,,,,,,,,,,,,,,,,1161.0,,,
2129,234,10,,,,,,,,,,,,,,,,1161.0,,,
2130,233,10,,,,,,,,,,,,,,,,1169.0,,,
2131,233,10,,,,,,,,,,,,,,,,1169.0,,,
2132,233,10,,,,,,,,,,,,,,,,1169.0,,,
2133,234,10,,,,,,,,,,,,,,,,1169.0,,,
2134,234,10,,,,,,,,,,,,,,,,1169.0,,,
2135,234,10,,,,,,,,,,,,,,,,1169.0,,,
2136,234,10,,,,,,,,,,,,,,,,1168.0,,,
2137,234,10,,,,,,,,,,,,,,,,1167.0,,,
2138,234,10,,,,,,,,,,,,,,,,1167.0,,,
2139,234,10,,,,,,,,,,,,,,,,1167.0,,,
2140,232,10,,,,,,,,,,,,,,,,1172.0,,,
2141,232,10,,,,,,,,,,,,,,,,1172.0,,,
2142,232,10,,,,,,,,,,,,,,,,1173.0,,,
2143,232,10,,,,,,,,,,,,,,,,1173.0,,,
2144,232,10,,,,,,,,,,,,,,,,1174.0,,,
2145,232,10,,,,,,,,,,,,,,,,1173.0,,,
2146,232,10,,,,,,,,,,,,,,,,1173.0,,,
2147,232,10,,,,,,,,,,,,,,,,1173.0,,,
2148,232,10,,,,,,,,,,,,,,,,1173.0,,,
2149,232,10,,,,,,,,,,,,,,,,1175.0,,,
2150,232,10,,,,,,,,,,,,,,,,1175.0,,,
2151,232,10,,,,,,,,,,,,,,,,1177.0,,,
2152,232,10,,,,,,,,,,,,,,,,1179.0,,,
2153,232,10,,,,,,,,,,,,,,,,1178.0,,,
2154,232,10,,,,,,,,,,,,,,,,1178.0,,,
2155,232,10,,,,,,,,,,,,,,,,1178.0,,,
2156,232,10,,,,,,,,,,,,,,,,1178.0,,,
2157,232,10,,,,,,,,,,,,,,,,1178.0,,,
2158,232,10,,,,,,,,,,,,,,,,1178.0,,,
2159,232,10,,,,,,,,,,,,,,,,1178.0,,,
2160,232,10,,,,,,,,,,,,,,,,1179.0,,,
2161,232,10,,,,,,,,,,,,,,,,1179.0,,,
2162,232,10,,,,,,,,,,,,,,,,1179.0,,,
2163,232,10,,,,,,,,,,,,,,,,1180.0,,,
2164,232,10,,,,,,,,,,,,,,,,1180.0,,,
2165,232,10,,,,,,,,,,,,,,,,1179.0,,,
2166,232,10,,,,,,,,,,,,,,,,1179.0,,,
2167,232,10,,,,,,,,,,,,,,,,1179.0,,,
2168,232,10,,,,,,,,,,,,,,,,1180.0,,,
2169,234,10,,,,,,,,,,,,,,,,1181.0,,,
2170,234,10,,,,,,,,,,,,,,,,1182.0,,,
2171,234,10,,,,,,,,,,,,,,,,1182.0,,,
2172,234,10,,,,,,,,,,,,,,,,1183.0,,,
2173,234,10,,,,,,,,,,,,,,,,1183.0,,,
2174,234,10,,,,,,,,,,,,,,,,1183.0,,,
2175,234,10,,,,,,,,,,,,,,,,1183.0,,,
2176,235,10,,,,,,,,,,,,,,,,1183.0,,,
2177,235,10,,,,,,,,,,,,,,,,1183.0,,,
2178,233,10,,,,,,,,,,,,,,,,1187.0,,,
2179,233,10,,,,,,,,,,,,,,,,1187.0,,,
2180,233,10,,,,,,,,,,,,,,,,1189.0,,,
2181,233,10,,,,,,,,,,,,,,,,1189.0,,,
2182,233,10,,,,,,,,,,,,,,,,1189.0,,,
2183,233,10,,,,,,,,,,,,,,,,1189.0,,,
2184,233,10,,,,,,,,,,,,,,,,1193.0,,,
2185,233,10,,,,,,,,,,,,,,,,1193.0,,,
2186,233,10,,,,,,,,,,,,,,,,1192.0,,,
2187,233,10,,,,,,,,,,,,,,,,1193.0,,,
2188,233,10,,,,,,,,,,,,,,,,1193.0,,,
2189,233,10,,,,,,,,,,,,,,,,1193.0,,,
2190,233,10,,,,,,,,,,,,,,,,1195.0,,,
2191,233,10,,,,,,,,,,,,,,,,1196.0,,,
2192,233,10,,,,,,,,,,,,,,,,1196.0,,,
2193,233,10,,,,,,,,,,,,,,,,1195.0,,,
2194,233,10,,,,,,,,,,,,,,,,1195.0,,,
2195,233,10,,,,,,,,,,,,,,,,1195.0,,,
2196,233,10,,,,,,,,,,,,,,,,1194.0,,,
2197,233,10,,,,,,,,,,,,,,,,1194.0,,,
2198,233,10,,,,,,,,,,,,,,,,1194.0,,,
2199,233,10,,,,,,,,,,,,,,,,1194.0,,,
2200,234,10,,,,,,,,,,,,,,,,1197.0,,,
2201,234,10,,,,,,,,,,,,,,,,1197.0,,,
2202,234,10,,,,,,,,,,,,,,,,1197.0,,,
2203,234,10,,,,,,,,,,,,,,,,1197.0,,,
2204,234,10,,,,,,,,,,,,,,,,1197.0,,,
2205,234,10,,,,,,,,,,,,,,,,1198.0,,,
2206,234,10,,,,,,,,,,,,,,,,1198.0,,,
2207,234,10,,,,,,,,,,,,,,,,1198.0,,,
2208,234,10,,,,,,,,,,,,,,,,1198.0,,,
2209,234,10,,,,,,,,,,,,,,,,1198.0,,,
2210,234,10,,,,,,,,,,,,,,,,1200.0,,,
2211,234,10,,,,,,,,,,,,,,,,1200.0,,,
2212,233,10,,,,,,,,,,,,,,,,1202.0,,,
2213,233,10,,,,,,,,,,,,,,,,1202.0,,,
2214,233,10,,,,,,,,,,,,,,,,1202.0,,,
2215,233,10,,,,,,,,,,,,,,,,1202.0,,,
2216,233,10,,,,,,,,,,,,,,,,1202.0,,,
2217,233,12,,,,,,,,,,,,,,,,1199.0,,,
2218,233,12,,,,,,,,,,,,,,,,1199.0,,,
2219,233,12,,,,,,,,,,,,,,,,1199.0,,,
2220,234,12,,,,,,,,,,,,,,,,1199.0,,,
2221,234,12,,,,,,,,,,,,,,,,1199.0,,,
2222,234,12,,,,,,,,,,,,,,,,1199.0,,,
2223,234,12,,,,,,,,,,,,,,,,1199.0,,,
2224,235,12,,,,,,,,,,,,,,,,1199.0,,,
2225,235,12,,,,,,,,,,,,,,,,1199.0,,,
2226,235,12,,,,,,,,,,,,,,,,1199.0,,,
2227,235,12,,,,,,,,,,,,,,,,1199.0,,,
2228,235,12,,,,,,,,,,,,,,,,1199.0,,,
2229,235,12,,,,,,,,,,,,,,,,1198.0,,,
2230,235,12,,,,,,,,,,,,,,,,1198.0,,,
2231,235,12,,,,,,,,,,,,,,,,1198.0,,,
2232,236,12,,,,,,,,,,,,,,,,1199.0,,,
2233,236,12,,,,,,,,,,,,,,,,1199.0,,,
2234,236,12,,,,,,,,,,,,,,,,1199.0,,,
2235,236,12,,,,,,,,,,,,,,,,1199.0,,,
2236,236,12,,,,,,,,,,,,,,,,1199.0,,,
2237,236,12,,,,,,,,,,,,,,,,1199.0,,,
2238,236,12,,,,,,,,,,,,,,,,1199.0,,,
2239,236,12,,,,,,,,,,,,,,,,1199.0,,,
2240,235,12,,,,,,,,,,,,,,,,,1206.0,,
2241,235,12,,,,,,,,,,,,,,,,,1206.0,,
2242,235,12,,,,,,,,,,,,,,,,,1206.0,,
2243,235,12,,,,,,,,,,,,,,,,,1205.0,,
2244,235,12,,,,,,,,,,,,,,,,,1204.0,,
2245,235,12,,,,,,,,,,,,,,,,,1204.0,,
2246,235,12,,,,,,,,,,,,,,,,,1204.0,,
2247,234,12,,,,,,,,,,,,,,,,,1206.0,,
2248,234,12,,,,,,,,,,,,,,,,,1206.0,,
2249,234,12,,,,,,,,,,,,,,,,,1206.0,,
2250,234,12,,,,,,,,,,,,,,,,,1211.0,,
2251,234,12,,,,,,,,,,,,,,,,,1211.0,,
2252,234,12,,,,,,,,,,,,,,,,,1211.0,,
2253,234,12,,,,,,,,,,,,,,,,,1211.0,,
2254,232,12,,,,,,,,,,,,,,,,,1216.0,,
2255,232,12,,,,,,,,,,,,,,,,,1216.0,,
2256,233,12,,,,,,,,,,,,,,,,,1217.0,,
2257,233,12,,,,,,,,,,,,,,,,,1217.0,,
2258,233,12,,,,,,,,,,,,,,,,,1216.0,,
2259,233,12,,,,,,,,,,,,,,,,,1215.0,,
2260,233,12,,,,,,,,,,,,,,,,,1216.0,,
2261,234,12,,,,,,,,,,,,,,,,,1217.0,,
2262,234,12,,,,,,,,,,,,,,,,,1217.0,,
2263,234,12,,,,,,,,,,,,,,,,,1217.0,,
2264,232,12,,,,,,,,,,,,,,,,,1221.0,,
2265,232,12,,,,,,,,,,,,,,,,,1221.0,,
2266,232,12,,,,,,,,,,,,,,,,,1221.0,,
2267,232,12,,,,,,,,,,,,,,,,,1221.0,,
2268,232,12,,,,,,,,,,,,,,,,,1221.0,,
2269,232,12,,,,,,,,,,,,,,,,,1221.0,,
2270,232,12,,,,,,,,,,,,,,,,,1221.0,,
2271,232,12,,,,,,,,,,,,,,,,,1220.0,,
2272,232,12,,,,,,,,,,,,,,,,,1220.0,,
2273,232,12,,,,,,,,,,,,,,,,,1220.0,,
2274,232,12,,,,,,,,,,,,,,,,,1220.0,,
2275,232,12,,,,,,,,,,,,,,,,,1219.0,,
2276,232,12,,,,,,,,,,,,,,,,,1219.0,,
2277,232,12,,,,,,,,,,,,,,,,,1219.0,,
2278,232,12,,,,,,,,,,,,,,,,,1219.0,,
2279,232,12,,,,,,,,,,,,,,,,,1219.0,,
2280,233,12,,,,,,,,,,,,,,,,,1220.0,,
2281,233,12,,,,,,,,,,,,,,,,,1220.0,,
2282,233,12,,,,,,,,,,,,,,,,,1224.0,,
2283,233,12,,,,,,,,,,,,,,,,,1224.0,,
2284,233,12,,,,,,,,,,,,,,,,,1224.0,,
2285,233,12,,,,,,,,,,,,,,,,,1224.0,,
2286,234,12,,,,,,,,,,,,,,,,,1225.0,,
2287,234,12,,,,,,,,,,,,,,,,,1225.0,,
2288,235,12,,,,,,,,,,,,,,,,,1226.0,,
2289,235,12,,,,,,,,,,,,,,,,,1226.0,,
2290,235,12,,,,,,,,,,,,,,,,,1226.0,,
2291,235,12,,,,,,,,,,,,,,,,,1226.0,,
2292,235,12,,,,,,,,,,,,,,,,,1226.0,,
2293,235,12,,,,,,,,,,,,,,,,,1226.0,,
2294,235,12,,,,,,,,,,,,,,,,,1226.0,,
2295,236,12,,,,,,,,,,,,,,,,,1226.0,,
2296,236,12,,,,,,,,,,,,,,,,,1227.0,,
2297,236,12,,,,,,,,,,,,,,,,,1227.0,,
2298,236,12,,,,,,,,,,,,,,,,,1227.0,,
2299,236,12,,,,,,,,,,,,,,,,,1226.0,,
2300,237,12,,,,,,,,,,,,,,,,,1224.0,,
2301,237,12,,,,,,,,,,,,,,,,,1224.0,,
2302,237,12,,,,,,,,,,,,,,,,,1224.0,,
2303,238,12,,,,,,,,,,,,,,,,,1224.0,,
2304,238,12,,,,,,,,,,,,,,,,,1224.0,,
2305,238,12,,,,,,,,,,,,,,,,,1224.0,,
2306,238,12,,,,,,,,,,,,,,,,,1224.0,,
2307,238,12,,,,,,,,,,,,,,,,,1224.0,,
2308,238,12,,,,,,,,,,,,,,,,,1224.0,,
2309,238,12,,,,,,,,,,,,,,,,,1223.0,,
2310,237,12,,,,,,,,,,,,,,,,,1226.0,,
2311,237,12,,,,,,,,,,,,,,,,,1226.0,,
2312,237,12,,,,,,,,,,,,,,,,,1226.0,,
2313,237,12,,,,,,,,,,,,,,,,,1226.0,,
2314,237,12,,,,,,,,,,,,,,,,,1226.0,,
2315,237,12,,,,,,,,,,,,,,,,,1226.0,,
2316,237,12,,,,,,,,,,,,,,,,,1226.0,,
2317,237,12,,,,,,,,,,,,,,,,,1226.0,,
2318,237,12,,,,,,,,,,,,,,,,,1226.0,,
2319,237,12,,,,,,,,,,,,,,,,,1226.0,,
2320,238,12,,,,,,,,,,,,,,,,,1230.0,,
2321,238,12,,,,,,,,,,,,,,,,,1230.0,,
2322,238,12,,,,,,,,,,,,,,,,,1231.0,,
2323,238,12,,,,,,,,,,,,,,,,,1231.0,,
2324,239,12,,,,,,,,,,,,,,,,,1231.0,,
2325,239,12,,,,,,,,,,,,,,,,,1231.0,,
2326,239,12,,,,,,,,,,,,,,,,,1230.0,,
2327,239,12,,,,,,,,,,,,,,,,,1230.0,,
2328,240,12,,,,,,,,,,,,,,,,,1231.0,,
2329,240,12,,,,,,,,,,,,,,,,,1231.0,,
2330,240,12,,,,,,,,,,,,,,,,,1231.0,,
2331,241,12,,,,,,,,,,,,,,,,,1231.0,,
2332,241,12,,,,,,,,,,,,,,,,,1231.0,,
2333,241,12,,,,,,,,,,,,,,,,,1231.0,,
2334,241,12,,,,,,,,,,,,,,,,,1230.0,,
2335,241,12,,,,,,,,,,,,,,,,,1230.0,,
2336,241,12,,,,,,,,,,,,,,,,,1231.0,,
2337,241,12,,,,,,,,,,,,,,,,,1231.0,,
2338,241,12,,,,,,,,,,,,,,,,,1231.0,,
2339,241,12,,,,,,,,,,,,,,,,,1231.0,,
2340,242,12,,,,,,,,,,,,,,,,,1233.0,,
2341,242,12,,,,,,,,,,,,,,,,,1233.0,,
2342,242,12,,,,,,,,,,,,,,,,,1233.0,,
2343,243,12,,,,,,,,,,,,,,,,,1231.0,,
2344,243,12,,,,,,,,,,,,,,,,,1230.0,,
2345,243,12,,,,,,,,,,,,,,,,,1230.0,,
2346,243,12,,,,,,,,,,,,,,,,,1230.0,,
2347,243,12,,,,,,,,,,,,,,,,,1230.0,,
2348,243,12,,,,,,,,,,,,,,,,,1230.0,,
2349,244,12,,,,,,,,,,,,,,,,,1230.0,,
2350,244,12,,,,,,,,,,,,,,,,,1230.0,,
2351,244,12,,,,,,,,,,,,,,,,,1230.0,,
2352,244,12,,,,,,,,,,,,,,,,,1230.0,,
2353,244,12,,,,,,,,,,,,,,,,,1230.0,,
2354,244,12,,,,,,,,,,,,,,,,,1230.0,,
2355,244,12,,,,,,,,,,,,,,,,,1230.0,,
2356,244,12,,,,,,,,,,,,,,,,,1230.0,,
2357,244,12,,,,,,,,,,,,,,,,,1230.0,,
2358,244,12,,,,,,,,,,,,,,,,,1231.0,,
2359,245,12,,,,,,,,,,,,,,,,,1231.0,,
2360,246,12,,,,,,,,,,,,,,,,,1229.0,,
2361,246,12,,,,,,,,,,,,,,,,,1229.0,,
2362,246,12,,,,,,,,,,,,,,,,,1229.0,,
2363,246,12,,,,,,,,,,,,,,,,,1229.0,,
2364,246,12,,,,,,,,,,,,,,,,,1229.0,,
2365,246,12,,,,,,,,,,,,,,,,,1229.0,,
2366,247,12,,,,,,,,,,,,,,,,,1229.0,,
2367,245,12,,,,,,,,,,,,,,,,,1239.0,,
2368,245,12,,,,,,,,,,,,,,,,,1239.0,,
2369,245,12,,,,,,,,,,,,,,,,,1239.0,,
2370,245,12,,,,,,,,,,,,,,,,,1239.0,,
2371,245,12,,,,,,,,,,,,,,,,,1239.0,,
2372,245,12,,,,,,,,,,,,,,,,,1238.0,,
2373,245,12,,,,,,,,,,,,,,,,,1238.0,,
2374,245,12,,,,,,,,,,,,,,,,,1238.0,,
2375,245,12,,,,,,,,,,,,,,,,,1238.0,,
2376,245,12,,,,,,,,,,,,,,,,,1239.0,,
2377,245,12,,,,,,,,,,,,,,,,,1239.0,,
2378,245,12,,,,,,,,,,,,,,,,,1239.0,,
2379,245,12,,,,,,,,,,,,,,,,,1239.0,,
2380,243,12,,,,,,,,,,,,,,,,,1242.0,,
2381,243,12,,,,,,,,,,,,,,,,,1242.0,,
2382,243,12,,,,,,,,,,,,,,,,,1241.0,,
2383,243,12,,,,,,,,,,,,,,,,,1241.0,,
2384,247,12,,,,,,,,,,,,,,,,,1237.0,,
2385,247,12,,,,,,,,,,,,,,,,,1237.0,,
2386,247,12,,,,,,,,,,,,,,,,,1237.0,,
2387,247,12,,,,,,,,,,,,,,,,,1238.0,,
2388,247,12,,,,,,,,,,,,,,,,,1238.0,,
2389,247,12,,,,,,,,,,,,,,,,,1238.0,,
2390,247,12,,,,,,,,,,,,,,,,,1240.0,,
2391,247,12,,,,,,,,,,,,,,,,,1240.0,,
2392,247,12,,,,,,,,,,,,,,,,,1240.0,,
2393,247,12,,,,,,,,,,,,,,,,,1240.0,,
2394,247,12,,,,,,,,,,,,,,,,,1240.0,,
2395,247,12,,,,,,,,,,,,,,,,,1240.0,,
2396,247,12,,,,,,,,,,,,,,,,,1240.0,,
2397,247,12,,,,,,,,,,,,,,,,,1240.0,,
2398,247,12,,,,,,,,,,,,,,,,,1240.0,,
2399,247,12,,,,,,,,,,,,,,,,,1240.0,,
2400,248,12,,,,,,,,,,,,,,,,,1241.0,,
2401,248,12,,,,,,,,,,,,,,,,,1241.0,,
2402,248,12,,,,,,,,,,,,,,,,,1241.0,,
2403,249,12,,,,,,,,,,,,,,,,,1241.0,,
2404,249,12,,,,,,,,,,,,,,,,,1241.0,,
2405,249,12,,,,,,,,,,,,,,,,,1241.0,,
2406,249,12,,,,,,,,,,,,,,,,,1241.0,,
2407,249,12,,,,,,,,,,,,,,,,,1241.0,,
2408,249,12,,,,,,,,,,,,,,,,,1241.0,,
2409,249,12,,,,,,,,,,,,,,,,,1240.0,,
2410,249,12,,,,,,,,,,,,,,,,,1240.0,,
