day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1874,252,10,,,,,,,,,,,,,,,,1210.0,,,,
1875,252,10,,,,,,,,,,,,,,,,1209.0,,,,
1876,252,10,,,,,,,,,,,,,,,,1209.0,,,,
1877,252,10,,,,,,,,,,,,,,,,1209.0,,,,
1878,252,10,,,,,,,,,,,,,,,,1209.0,,,,
1879,252,10,,,,,,,,,,,,,,,,1209.0,,,,
1880,252,10,,,,,,,,,,,,,,,,1209.0,,,,
1881,253,10,,,,,,,,,,,,,,,,1209.0,,,,
1882,253,10,,,,,,,,,,,,,,,,1209.0,,,,
1883,253,10,,,,,,,,,,,,,,,,1209.0,,,,
1884,253,10,,,,,,,,,,,,,,,,1209.0,,,,
1885,253,10,,,,,,,,,,,,,,,,1209.0,,,,
1886,253,10,,,,,,,,,,,,,,,,1209.0,,,,
1887,253,10,,,,,,,,,,,,,,,,1209.0,,,,
1888,253,10,,,,,,,,,,,,,,,,1210.0,,,,
1889,253,10,,,,,,,,,,,,,,,,1210.0,,,,
1890,253,10,,,,,,,,,,,,,,,,1211.0,,,,
1891,253,10,,,,,,,,,,,,,,,,1211.0,,,,
1892,253,10,,,,,,,,,,,,,,,,1211.0,,,,
1893,253,10,,,,,,,,,,,,,,,,1211.0,,,,
1894,253,10,,,,,,,,,,,,,,,,1210.0,,,,
1895,253,10,,,,,,,,,,,,,,,,1210.0,,,,
1896,253,10,,,,,,,,,,,,,,,,1211.0,,,,
1897,253,10,,,,,,,,,,,,,,,,1211.0,,,,
1898,253,10,,,,,,,,,,,,,,,,1211.0,,,,
1899,251,10,,,,,,,,,,,,,,,,1215.0,,,,
1900,250,10,,,,,,,,,,,,,,,,1215.0,,,,
1901,250,10,,,,,,,,,,,,,,,,1215.0,,,,
1902,250,10,,,,,,,,,,,,,,,,1216.0,,,,
1903,250,10,,,,,,,,,,,,,,,,1216.0,,,,
1904,250,10,,,,,,,,,,,,,,,,1216.0,,,,
1905,250,10,,,,,,,,,,,,,,,,1216.0,,,,
1906,250,10,,,,,,,,,,,,,,,,1216.0,,,,
1907,250,10,,,,,,,,,,,,,,,,1216.0,,,,
1908,251,10,,,,,,,,,,,,,,,,1216.0,,,,
1909,251,10,,,,,,,,,,,,,,,,1216.0,,,,
1910,251,10,,,,,,,,,,,,,,,,1217.0,,,,
1911,251,10,,,,,,,,,,,,,,,,1217.0,,,,
1912,251,10,,,,,,,,,,,,,,,,1217.0,,,,
1913,251,10,,,,,,,,,,,,,,,,1217.0,,,,
1914,251,10,,,,,,,,,,,,,,,,1217.0,,,,
1915,251,10,,,,,,,,,,,,,,,,1217.0,,,,
1916,251,10,,,,,,,,,,,,,,,,1217.0,,,,
1917,251,10,,,,,,,,,,,,,,,,1219.0,,,,
1918,251,10,,,,,,,,,,,,,,,,1219.0,,,,
1919,251,10,,,,,,,,,,,,,,,,1219.0,,,,
1920,251,10,,,,,,,,,,,,,,,,1223.0,,,,
1921,251,10,,,,,,,,,,,,,,,,1223.0,,,,
1922,251,10,,,,,,,,,,,,,,,,1223.0,,,,
1923,251,10,,,,,,,,,,,,,,,,1223.0,,,,
1924,251,10,,,,,,,,,,,,,,,,1223.0,,,,
1925,252,10,,,,,,,,,,,,,,,,1222.0,,,,
1926,252,10,,,,,,,,,,,,,,,,1224.0,,,,
1927,252,10,,,,,,,,,,,,,,,,1224.0,,,,
1928,252,10,,,,,,,,,,,,,,,,1224.0,,,,
1929,252,10,,,,,,,,,,,,,,,,1224.0,,,,
1930,252,10,,,,,,,,,,,,,,,,1225.0,,,,
1931,252,10,,,,,,,,,,,,,,,,1225.0,,,,
1932,252,10,,,,,,,,,,,,,,,,1226.0,,,,
1933,252,10,,,,,,,,,,,,,,,,1226.0,,,,
1934,252,10,,,,,,,,,,,,,,,,1226.0,,,,
1935,252,10,,,,,,,,,,,,,,,,1228.0,,,,
1936,252,10,,,,,,,,,,,,,,,,1229.0,,,,
1937,252,10,,,,,,,,,,,,,,,,1229.0,,,,
1938,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1939,254,10,,,,,,,,,,,,,,,,1230.0,,,,
1940,254,10,,,,,,,,,,,,,,,,1229.0,,,,
1941,254,10,,,,,,,,,,,,,,,,1229.0,,,,
1942,253,10,,,,,,,,,,,,,,,,1229.0,,,,
1943,253,10,,,,,,,,,,,,,,,,1229.0,,,,
1944,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1945,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1946,252,10,,,,,,,,,,,,,,,,1232.0,,,,
1947,252,10,,,,,,,,,,,,,,,,1232.0,,,,
1948,252,10,,,,,,,,,,,,,,,,1232.0,,,,
1949,252,10,,,,,,,,,,,,,,,,1232.0,,,,
1950,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1951,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1952,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1953,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1954,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1955,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1956,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1957,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1958,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1959,253,10,,,,,,,,,,,,,,,,1230.0,,,,
1960,252,10,,,,,,,,,,,,,,,,1232.0,,,,
1961,252,10,,,,,,,,,,,,,,,,1232.0,,,,
1962,252,10,,,,,,,,,,,,,,,,1233.0,,,,
1963,252,10,,,,,,,,,,,,,,,,1232.0,,,,
1964,252,10,,,,,,,,,,,,,,,,1232.0,,,,
1965,252,10,,,,,,,,,,,,,,,,1232.0,,,,
1966,252,10,,,,,,,,,,,,,,,,1232.0,,,,
1967,252,10,,,,,,,,,,,,,,,,1232.0,,,,
1968,251,10,,,,,,,,,,,,,,,,1234.0,,,,
1969,251,10,,,,,,,,,,,,,,,,1234.0,,,,
1970,251,10,,,,,,,,,,,,,,,,1234.0,,,,
1971,252,10,,,,,,,,,,,,,,,,1234.0,,,,
1972,252,10,,,,,,,,,,,,,,,,1234.0,,,,
1973,252,10,,,,,,,,,,,,,,,,1234.0,,,,
1974,252,10,,,,,,,,,,,,,,,,1234.0,,,,
1975,252,10,,,,,,,,,,,,,,,,1234.0,,,,
1976,251,10,,,,,,,,,,,,,,,,1234.0,,,,
1977,251,10,,,,,,,,,,,,,,,,1234.0,,,,
1978,251,10,,,,,,,,,,,,,,,,1234.0,,,,
1979,251,10,,,,,,,,,,,,,,,,1234.0,,,,
1980,249,10,,,,,,,,,,,,,,,,1239.0,,,,
1981,249,10,,,,,,,,,,,,,,,,1239.0,,,,
1982,249,10,,,,,,,,,,,,,,,,1239.0,,,,
1983,249,10,,,,,,,,,,,,,,,,1239.0,,,,
1984,250,10,,,,,,,,,,,,,,,,1242.0,,,,
1985,250,10,,,,,,,,,,,,,,,,1242.0,,,,
1986,250,10,,,,,,,,,,,,,,,,1242.0,,,,
1987,250,10,,,,,,,,,,,,,,,,1242.0,,,,
1988,250,10,,,,,,,,,,,,,,,,1243.0,,,,
1989,250,10,,,,,,,,,,,,,,,,1243.0,,,,
1990,250,10,,,,,,,,,,,,,,,,1245.0,,,,
1991,250,10,,,,,,,,,,,,,,,,1245.0,,,,
1992,250,10,,,,,,,,,,,,,,,,1245.0,,,,
1993,250,10,,,,,,,,,,,,,,,,1245.0,,,,
1994,250,10,,,,,,,,,,,,,,,,1245.0,,,,
1995,250,10,,,,,,,,,,,,,,,,1245.0,,,,
1996,250,10,,,,,,,,,,,,,,,,1245.0,,,,
1997,250,10,,,,,,,,,,,,,,,,1245.0,,,,
1998,250,10,,,,,,,,,,,,,,,,1245.0,,,,
1999,250,10,,,,,,,,,,,,,,,,1245.0,,,,
2000,249,10,,,,,,,,,,,,,,,,1248.0,,,,
2001,249,10,,,,,,,,,,,,,,,,1248.0,,,,
2002,249,10,,,,,,,,,,,,,,,,1248.0,,,,
2003,249,10,,,,,,,,,,,,,,,,1248.0,,,,
2004,249,10,,,,,,,,,,,,,,,,1248.0,,,,
2005,249,10,,,,,,,,,,,,,,,,1248.0,,,,
2006,249,10,,,,,,,,,,,,,,,,1248.0,,,,
2007,249,10,,,,,,,,,,,,,,,,1248.0,,,,
2008,249,10,,,,,,,,,,,,,,,,1249.0,,,,
2009,249,10,,,,,,,,,,,,,,,,1249.0,,,,
2010,245,6,,,,,,,,,,,,,,,,1259.0,,,,
2011,245,6,,,,,,,,,,,,,,,,1259.0,,,,
2012,245,6,,,,,,,,,,,,,,,,1259.0,,,,
2013,245,6,,,,,,,,,,,,,,,,1259.0,,,,
2014,245,6,,,,,,,,,,,,,,,,1259.0,,,,
2015,245,6,,,,,,,,,,,,,,,,1259.0,,,,
2016,245,6,,,,,,,,,,,,,,,,1259.0,,,,
2017,245,6,,,,,,,,,,,,,,,,1258.0,,,,
2018,245,6,,,,,,,,,,,,,,,,1258.0,,,,
2019,244,6,,,,,,,,,,,,,,,,1258.0,,,,
2020,244,6,,,,,,,,,,,,,,,,1258.0,,,,
2021,244,6,,,,,,,,,,,,,,,,1258.0,,,,
2022,244,6,,,,,,,,,,,,,,,,1258.0,,,,
2023,244,6,,,,,,,,,,,,,,,,1258.0,,,,
2024,244,6,,,,,,,,,,,,,,,,1258.0,,,,
2025,244,6,,,,,,,,,,,,,,,,1258.0,,,,
2026,244,6,,,,,,,,,,,,,,,,1258.0,,,,
2027,244,6,,,,,,,,,,,,,,,,1257.0,,,,
2028,244,6,,,,,,,,,,,,,,,,1257.0,,,,
2029,244,6,,,,,,,,,,,,,,,,1257.0,,,,
2030,244,6,,,,,,,,,,,,,,,,1257.0,,,,
2031,244,6,,,,,,,,,,,,,,,,1257.0,,,,
2032,244,6,,,,,,,,,,,,,,,,1257.0,,,,
2033,244,6,,,,,,,,,,,,,,,,1257.0,,,,
2034,246,6,,,,,,,,,,,,,,,,1258.0,,,,
2035,246,6,,,,,,,,,,,,,,,,1258.0,,,,
2036,246,6,,,,,,,,,,,,,,,,1258.0,,,,
2037,246,6,,,,,,,,,,,,,,,,1259.0,,,,
2038,246,6,,,,,,,,,,,,,,,,1258.0,,,,
2039,246,6,,,,,,,,,,,,,,,,1258.0,,,,
2040,245,6,,,,,,,,,,,,,,,,1261.0,,,,
2041,245,6,,,,,,,,,,,,,,,,1261.0,,,,
2042,245,6,,,,,,,,,,,,,,,,1261.0,,,,
2043,245,6,,,,,,,,,,,,,,,,1263.0,,,,
2044,245,6,,,,,,,,,,,,,,,,1264.0,,,,
2045,245,6,,,,,,,,,,,,,,,,1264.0,,,,
2046,245,6,,,,,,,,,,,,,,,,1264.0,,,,
2047,245,6,,,,,,,,,,,,,,,,1264.0,,,,
2048,245,6,,,,,,,,,,,,,,,,1264.0,,,,
2049,245,6,,,,,,,,,,,,,,,,1264.0,,,,
2050,247,6,,,,,,,,,,,,,,,,1264.0,,,,
2051,245,6,,,,,,,,,,,,,,,,1269.0,,,,
2052,245,6,,,,,,,,,,,,,,,,1269.0,,,,
2053,245,6,,,,,,,,,,,,,,,,1269.0,,,,
2054,245,6,,,,,,,,,,,,,,,,1269.0,,,,
2055,245,6,,,,,,,,,,,,,,,,1269.0,,,,
2056,245,6,,,,,,,,,,,,,,,,1269.0,,,,
2057,245,6,,,,,,,,,,,,,,,,1268.0,,,,
2058,246,6,,,,,,,,,,,,,,,,1268.0,,,,
2059,246,6,,,,,,,,,,,,,,,,1268.0,,,,
2060,246,6,,,,,,,,,,,,,,,,1271.0,,,,
2061,247,6,,,,,,,,,,,,,,,,1274.0,,,,
2062,247,6,,,,,,,,,,,,,,,,1274.0,,,,
2063,247,6,,,,,,,,,,,,,,,,1274.0,,,,
2064,247,6,,,,,,,,,,,,,,,,1274.0,,,,
2065,247,6,,,,,,,,,,,,,,,,1275.0,,,,
2066,247,6,,,,,,,,,,,,,,,,1275.0,,,,
2067,247,6,,,,,,,,,,,,,,,,1274.0,,,,
2068,247,6,,,,,,,,,,,,,,,,1274.0,,,,
2069,247,6,,,,,,,,,,,,,,,,1274.0,,,,
2070,247,6,,,,,,,,,,,,,,,,1277.0,,,,
2071,247,6,,,,,,,,,,,,,,,,1277.0,,,,
2072,247,6,,,,,,,,,,,,,,,,1277.0,,,,
2073,247,6,,,,,,,,,,,,,,,,1277.0,,,,
2074,247,6,,,,,,,,,,,,,,,,1277.0,,,,
2075,247,6,,,,,,,,,,,,,,,,1277.0,,,,
2076,247,6,,,,,,,,,,,,,,,,1277.0,,,,
2077,247,6,,,,,,,,,,,,,,,,1277.0,,,,
2078,247,6,,,,,,,,,,,,,,,,1277.0,,,,
2079,247,6,,,,,,,,,,,,,,,,1277.0,,,,
2080,248,6,,,,,,,,,,,,,,,,1277.0,,,,
2081,248,6,,,,,,,,,,,,,,,,1277.0,,,,
2082,248,6,,,,,,,,,,,,,,,,1277.0,,,,
2083,248,6,,,,,,,,,,,,,,,,1277.0,,,,
2084,248,6,,,,,,,,,,,,,,,,1277.0,,,,
2085,248,6,,,,,,,,,,,,,,,,1277.0,,,,
2086,248,6,,,,,,,,,,,,,,,,1277.0,,,,
2087,252,6,,,,,,,,,,,,,,,,1272.0,,,,
2088,252,6,,,,,,,,,,,,,,,,1277.0,,,,
2089,252,6,,,,,,,,,,,,,,,,1277.0,,,,
2090,252,6,,,,,,,,,,,,,,,,1277.0,,,,
2091,252,6,,,,,,,,,,,,,,,,1277.0,,,,
2092,252,6,,,,,,,,,,,,,,,,1277.0,,,,
2093,252,6,,,,,,,,,,,,,,,,1278.0,,,,
2094,252,6,,,,,,,,,,,,,,,,1278.0,,,,
2095,255,6,,,,,,,,,,,,,,,,1274.0,,,,
2096,255,6,,,,,,,,,,,,,,,,1274.0,,,,
2097,254,4,,,,,,,,,,,,,,,,1278.0,,,,
2098,254,4,,,,,,,,,,,,,,,,1278.0,,,,
2099,254,4,,,,,,,,,,,,,,,,1278.0,,,,
2100,253,4,,,,,,,,,,,,,,,,1281.0,,,,
2101,253,4,,,,,,,,,,,,,,,,1281.0,,,,
2102,253,4,,,,,,,,,,,,,,,,1281.0,,,,
2103,253,4,,,,,,,,,,,,,,,,1281.0,,,,
2104,253,4,,,,,,,,,,,,,,,,1281.0,,,,
2105,253,4,,,,,,,,,,,,,,,,1281.0,,,,
2106,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2107,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2108,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2109,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2110,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2111,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2112,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2113,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2114,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2115,254,4,,,,,,,,,,,,,,,,1283.0,,,,
2116,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2117,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2118,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2119,254,4,,,,,,,,,,,,,,,,1282.0,,,,
2120,255,4,,,,,,,,,,,,,,,,,1283.0,,,
2121,255,4,,,,,,,,,,,,,,,,,1284.0,,,
2122,255,4,,,,,,,,,,,,,,,,,1284.0,,,
2123,255,4,,,,,,,,,,,,,,,,,1284.0,,,
2124,255,4,,,,,,,,,,,,,,,,,1284.0,,,
2125,255,4,,,,,,,,,,,,,,,,,1284.0,,,
2126,255,4,,,,,,,,,,,,,,,,,1284.0,,,
2127,255,4,,,,,,,,,,,,,,,,,1284.0,,,
2128,255,4,,,,,,,,,,,,,,,,,1285.0,,,
2129,255,4,,,,,,,,,,,,,,,,,1285.0,,,
2130,252,4,,,,,,,,,,,,,,,,,1295.0,,,
2131,252,4,,,,,,,,,,,,,,,,,1295.0,,,
2132,252,4,,,,,,,,,,,,,,,,,1295.0,,,
2133,253,4,,,,,,,,,,,,,,,,,1295.0,,,
2134,253,4,,,,,,,,,,,,,,,,,1295.0,,,
2135,253,4,,,,,,,,,,,,,,,,,1295.0,,,
2136,253,4,,,,,,,,,,,,,,,,,1295.0,,,
2137,253,4,,,,,,,,,,,,,,,,,1295.0,,,
2138,253,4,,,,,,,,,,,,,,,,,1295.0,,,
2139,253,4,,,,,,,,,,,,,,,,,1295.0,,,
2140,253,4,,,,,,,,,,,,,,,,,1298.0,,,
2141,253,4,,,,,,,,,,,,,,,,,1298.0,,,
2142,253,4,,,,,,,,,,,,,,,,,1299.0,,,
2143,253,4,,,,,,,,,,,,,,,,,1298.0,,,
2144,253,4,,,,,,,,,,,,,,,,,1299.0,,,
2145,253,4,,,,,,,,,,,,,,,,,1299.0,,,
2146,253,4,,,,,,,,,,,,,,,,,1299.0,,,
2147,253,4,,,,,,,,,,,,,,,,,1299.0,,,
2148,253,4,,,,,,,,,,,,,,,,,1299.0,,,
2149,252,4,,,,,,,,,,,,,,,,,1302.0,,,
2150,252,4,,,,,,,,,,,,,,,,,1302.0,,,
2151,252,4,,,,,,,,,,,,,,,,,1304.0,,,
2152,251,4,,,,,,,,,,,,,,,,,1307.0,,,
2153,251,4,,,,,,,,,,,,,,,,,1307.0,,,
2154,251,4,,,,,,,,,,,,,,,,,1307.0,,,
2155,251,4,,,,,,,,,,,,,,,,,1307.0,,,
2156,251,4,,,,,,,,,,,,,,,,,1307.0,,,
2157,251,4,,,,,,,,,,,,,,,,,1307.0,,,
2158,251,4,,,,,,,,,,,,,,,,,1307.0,,,
2159,251,4,,,,,,,,,,,,,,,,,1307.0,,,
2160,251,4,,,,,,,,,,,,,,,,,1308.0,,,
2161,251,4,,,,,,,,,,,,,,,,,1308.0,,,
2162,251,4,,,,,,,,,,,,,,,,,1308.0,,,
2163,251,4,,,,,,,,,,,,,,,,,1309.0,,,
2164,251,4,,,,,,,,,,,,,,,,,1309.0,,,
2165,251,4,,,,,,,,,,,,,,,,,1309.0,,,
2166,251,4,,,,,,,,,,,,,,,,,1309.0,,,
2167,251,4,,,,,,,,,,,,,,,,,1309.0,,,
2168,251,4,,,,,,,,,,,,,,,,,1309.0,,,
2169,253,4,,,,,,,,,,,,,,,,,1310.0,,,
2170,253,4,,,,,,,,,,,,,,,,,1311.0,,,
2171,253,4,,,,,,,,,,,,,,,,,1311.0,,,
2172,253,4,,,,,,,,,,,,,,,,,1312.0,,,
2173,253,4,,,,,,,,,,,,,,,,,1312.0,,,
2174,253,4,,,,,,,,,,,,,,,,,1312.0,,,
2175,253,4,,,,,,,,,,,,,,,,,1312.0,,,
2176,254,4,,,,,,,,,,,,,,,,,1312.0,,,
2177,254,4,,,,,,,,,,,,,,,,,1311.0,,,
2178,252,4,,,,,,,,,,,,,,,,,1316.0,,,
2179,252,4,,,,,,,,,,,,,,,,,1316.0,,,
2180,252,4,,,,,,,,,,,,,,,,,1318.0,,,
2181,252,4,,,,,,,,,,,,,,,,,1318.0,,,
2182,252,4,,,,,,,,,,,,,,,,,1318.0,,,
2183,252,4,,,,,,,,,,,,,,,,,1318.0,,,
2184,252,4,,,,,,,,,,,,,,,,,1322.0,,,
2185,252,4,,,,,,,,,,,,,,,,,1322.0,,,
2186,252,4,,,,,,,,,,,,,,,,,1322.0,,,
2187,252,4,,,,,,,,,,,,,,,,,1323.0,,,
2188,252,4,,,,,,,,,,,,,,,,,1323.0,,,
2189,252,4,,,,,,,,,,,,,,,,,1323.0,,,
2190,251,4,,,,,,,,,,,,,,,,,1326.0,,,
2191,251,4,,,,,,,,,,,,,,,,,1327.0,,,
2192,251,4,,,,,,,,,,,,,,,,,1327.0,,,
2193,251,4,,,,,,,,,,,,,,,,,1327.0,,,
2194,251,4,,,,,,,,,,,,,,,,,1327.0,,,
2195,251,4,,,,,,,,,,,,,,,,,1327.0,,,
2196,251,4,,,,,,,,,,,,,,,,,1327.0,,,
2197,251,4,,,,,,,,,,,,,,,,,1327.0,,,
2198,251,4,,,,,,,,,,,,,,,,,1327.0,,,
2199,251,4,,,,,,,,,,,,,,,,,1326.0,,,
2200,251,4,,,,,,,,,,,,,,,,,1330.0,,,
2201,251,4,,,,,,,,,,,,,,,,,1330.0,,,
2202,250,4,,,,,,,,,,,,,,,,,1330.0,,,
2203,250,4,,,,,,,,,,,,,,,,,1330.0,,,
2204,250,4,,,,,,,,,,,,,,,,,1330.0,,,
2205,248,4,,,,,,,,,,,,,,,,,1333.0,,,
2206,248,4,,,,,,,,,,,,,,,,,1333.0,,,
2207,248,4,,,,,,,,,,,,,,,,,1333.0,,,
2208,248,4,,,,,,,,,,,,,,,,,1332.0,,,
2209,248,4,,,,,,,,,,,,,,,,,1332.0,,,
2210,247,4,,,,,,,,,,,,,,,,,1335.0,,,
2211,247,4,,,,,,,,,,,,,,,,,1335.0,,,
2212,247,4,,,,,,,,,,,,,,,,,1336.0,,,
2213,247,4,,,,,,,,,,,,,,,,,1336.0,,,
2214,247,4,,,,,,,,,,,,,,,,,1336.0,,,
2215,247,4,,,,,,,,,,,,,,,,,1336.0,,,
2216,247,4,,,,,,,,,,,,,,,,,1335.0,,,
2217,247,4,,,,,,,,,,,,,,,,,1335.0,,,
2218,247,4,,,,,,,,,,,,,,,,,1335.0,,,
2219,247,4,,,,,,,,,,,,,,,,,1335.0,,,
2220,248,4,,,,,,,,,,,,,,,,,1335.0,,,
2221,248,4,,,,,,,,,,,,,,,,,1335.0,,,
2222,248,4,,,,,,,,,,,,,,,,,1335.0,,,
2223,248,4,,,,,,,,,,,,,,,,,1335.0,,,
2224,249,4,,,,,,,,,,,,,,,,,1335.0,,,
2225,249,4,,,,,,,,,,,,,,,,,1335.0,,,
2226,249,4,,,,,,,,,,,,,,,,,1335.0,,,
2227,249,4,,,,,,,,,,,,,,,,,1335.0,,,
2228,249,4,,,,,,,,,,,,,,,,,1335.0,,,
2229,249,4,,,,,,,,,,,,,,,,,1335.0,,,
2230,249,4,,,,,,,,,,,,,,,,,1335.0,,,
2231,249,4,,,,,,,,,,,,,,,,,1334.0,,,
2232,249,4,,,,,,,,,,,,,,,,,1336.0,,,
2233,249,4,,,,,,,,,,,,,,,,,1336.0,,,
2234,249,4,,,,,,,,,,,,,,,,,1336.0,,,
2235,249,4,,,,,,,,,,,,,,,,,1336.0,,,
2236,249,4,,,,,,,,,,,,,,,,,1336.0,,,
2237,249,4,,,,,,,,,,,,,,,,,1336.0,,,
2238,249,4,,,,,,,,,,,,,,,,,1336.0,,,
2239,249,4,,,,,,,,,,,,,,,,,1336.0,,,
2240,248,4,,,,,,,,,,,,,,,,,1343.0,,,
2241,248,4,,,,,,,,,,,,,,,,,1343.0,,,
2242,248,4,,,,,,,,,,,,,,,,,1343.0,,,
2243,248,4,,,,,,,,,,,,,,,,,1343.0,,,
2244,248,4,,,,,,,,,,,,,,,,,1343.0,,,
2245,248,4,,,,,,,,,,,,,,,,,1343.0,,,
2246,248,4,,,,,,,,,,,,,,,,,1343.0,,,
2247,246,4,,,,,,,,,,,,,,,,,1345.0,,,
2248,246,4,,,,,,,,,,,,,,,,,1345.0,,,
2249,246,4,,,,,,,,,,,,,,,,,1345.0,,,
2250,246,4,,,,,,,,,,,,,,,,,1350.0,,,
2251,246,4,,,,,,,,,,,,,,,,,1350.0,,,
2252,246,4,,,,,,,,,,,,,,,,,1350.0,,,
2253,246,4,,,,,,,,,,,,,,,,,1350.0,,,
2254,246,4,,,,,,,,,,,,,,,,,1353.0,,,
2255,246,4,,,,,,,,,,,,,,,,,1353.0,,,
2256,247,4,,,,,,,,,,,,,,,,,1354.0,,,
2257,247,4,,,,,,,,,,,,,,,,,1353.0,,,
2258,247,4,,,,,,,,,,,,,,,,,1353.0,,,
2259,247,4,,,,,,,,,,,,,,,,,1353.0,,,
2260,246,4,,,,,,,,,,,,,,,,,1355.0,,,
2261,246,4,,,,,,,,,,,,,,,,,1357.0,,,
2262,246,4,,,,,,,,,,,,,,,,,1357.0,,,
2263,246,4,,,,,,,,,,,,,,,,,1356.0,,,
2264,245,2,,,,,,,,,,,,,,,,,1361.0,,,
2265,245,2,,,,,,,,,,,,,,,,,1361.0,,,
2266,245,2,,,,,,,,,,,,,,,,,1361.0,,,
2267,245,2,,,,,,,,,,,,,,,,,1361.0,,,
2268,245,2,,,,,,,,,,,,,,,,,1361.0,,,
2269,245,2,,,,,,,,,,,,,,,,,1361.0,,,
2270,245,2,,,,,,,,,,,,,,,,,1360.0,,,
2271,245,2,,,,,,,,,,,,,,,,,1360.0,,,
2272,245,2,,,,,,,,,,,,,,,,,1360.0,,,
2273,245,2,,,,,,,,,,,,,,,,,1360.0,,,
2274,245,2,,,,,,,,,,,,,,,,,1360.0,,,
2275,245,2,,,,,,,,,,,,,,,,,1360.0,,,
2276,245,2,,,,,,,,,,,,,,,,,1360.0,,,
2277,245,2,,,,,,,,,,,,,,,,,1360.0,,,
2278,245,2,,,,,,,,,,,,,,,,,1360.0,,,
2279,245,2,,,,,,,,,,,,,,,,,1360.0,,,
2280,246,2,,,,,,,,,,,,,,,,,1361.0,,,
2281,246,2,,,,,,,,,,,,,,,,,1361.0,,,
2282,246,2,,,,,,,,,,,,,,,,,1366.0,,,
2283,246,2,,,,,,,,,,,,,,,,,1366.0,,,
2284,246,2,,,,,,,,,,,,,,,,,1366.0,,,
2285,246,2,,,,,,,,,,,,,,,,,1366.0,,,
2286,247,2,,,,,,,,,,,,,,,,,1367.0,,,
2287,247,2,,,,,,,,,,,,,,,,,1367.0,,,
2288,248,2,,,,,,,,,,,,,,,,,1368.0,,,
2289,248,2,,,,,,,,,,,,,,,,,1368.0,,,
2290,248,2,,,,,,,,,,,,,,,,,1368.0,,,
2291,248,2,,,,,,,,,,,,,,,,,1368.0,,,
2292,248,2,,,,,,,,,,,,,,,,,1368.0,,,
2293,248,2,,,,,,,,,,,,,,,,,1367.0,,,
2294,248,2,,,,,,,,,,,,,,,,,1367.0,,,
2295,249,2,,,,,,,,,,,,,,,,,1367.0,,,
2296,247,5,,,,,,,,,,,,,,,,,1367.0,,,
2297,247,5,,,,,,,,,,,,,,,,,1367.0,,,
2298,247,5,,,,,,,,,,,,,,,,,1367.0,,,
2299,247,5,,,,,,,,,,,,,,,,,1367.0,,,
2300,247,5,,,,,,,,,,,,,,,,,1367.0,,,
2301,247,5,,,,,,,,,,,,,,,,,1367.0,,,
2302,247,5,,,,,,,,,,,,,,,,,1367.0,,,
2303,248,5,,,,,,,,,,,,,,,,,1367.0,,,
2304,248,5,,,,,,,,,,,,,,,,,1367.0,,,
2305,248,5,,,,,,,,,,,,,,,,,1367.0,,,
2306,248,5,,,,,,,,,,,,,,,,,1367.0,,,
2307,248,5,,,,,,,,,,,,,,,,,1367.0,,,
2308,248,5,,,,,,,,,,,,,,,,,1367.0,,,
2309,248,5,,,,,,,,,,,,,,,,,1367.0,,,
2310,247,5,,,,,,,,,,,,,,,,,1370.0,,,
2311,247,5,,,,,,,,,,,,,,,,,1370.0,,,
2312,247,5,,,,,,,,,,,,,,,,,1370.0,,,
2313,247,5,,,,,,,,,,,,,,,,,1370.0,,,
2314,247,5,,,,,,,,,,,,,,,,,1370.0,,,
2315,247,5,,,,,,,,,,,,,,,,,1370.0,,,
2316,247,5,,,,,,,,,,,,,,,,,1369.0,,,
2317,247,5,,,,,,,,,,,,,,,,,1369.0,,,
2318,247,5,,,,,,,,,,,,,,,,,1369.0,,,
2319,247,5,,,,,,,,,,,,,,,,,1369.0,,,
2320,247,5,,,,,,,,,,,,,,,,,1374.0,,,
2321,247,5,,,,,,,,,,,,,,,,,1374.0,,,
2322,247,5,,,,,,,,,,,,,,,,,1375.0,,,
2323,247,5,,,,,,,,,,,,,,,,,1375.0,,,
